Date,ServiceName,MeterCategory,CostUSD,ResourceGroup,Tags,SubscriptionName,Location
2026-02-27,Azure CDN,GB Transferred,12.397,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2026-02-27,Azure CDN,GB Transferred,13.2147,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-02-27,Azure CDN,GB Transferred,13.7482,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2026-02-27,Azure CDN,GB Transferred,15.3871,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2026-02-27,Azure CDN,GB Transferred,13.1554,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-02-27,Azure CDN,GB Transferred,14.9939,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-02-27,Azure CDN,GB Transferred,13.5843,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-02-27,Azure CDN,GB Transferred,15.2167,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-02-27,Azure Functions,Executions,16.811,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-02-27,Azure Functions,Executions,16.7147,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2026-02-27,Azure Functions,Executions,17.2418,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-02-27,Azure Functions,Executions,17.0341,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2026-02-27,Azure Functions,Executions,17.363,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,eastus
2026-02-27,Azure Functions,Executions,18.886,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2026-02-27,Azure Functions,Executions,18.1518,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-02-27,Azure Functions,Executions,16.511,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2026-02-27,Azure Functions,Executions,15.2159,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-02-27,Azure Functions,Executions,16.3684,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2026-02-27,Azure Functions,Executions,13.0989,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-02-27,Azure Functions,Executions,17.0281,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2026-02-27,Azure Functions,Executions,14.3341,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2026-02-27,Azure Functions,Executions,17.4467,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-02-27,Azure Functions,Executions,18.67,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-02-27,Azure Bandwidth,GB Egress,23.796,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-02-27,Azure Bandwidth,GB Egress,27.2462,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2026-02-27,Azure Bandwidth,GB Egress,24.7482,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-02-27,Azure Bandwidth,GB Egress,23.1128,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2026-02-27,Azure Bandwidth,GB Egress,27.1082,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-02-27,Azure Bandwidth,GB Egress,28.9347,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-02-27,Azure Bandwidth,GB Egress,29.2285,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2026-02-27,Azure Bandwidth,GB Egress,27.7493,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-02-27,Azure Bandwidth,GB Egress,23.2706,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-02-27,Azure Bandwidth,GB Egress,27.6741,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2026-02-27,Azure Bandwidth,GB Egress,23.6935,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-02-27,Azure Bandwidth,GB Egress,23.855,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-02-27,Azure Bandwidth,GB Egress,24.9147,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-02-27,Azure Bandwidth,GB Egress,29.9561,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-02-27,Azure Bandwidth,GB Egress,28.7133,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-02-28,Virtual Machines,Compute Hours,524.1557,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-02-28,Virtual Machines,Compute Hours,469.8223,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2026-02-28,Virtual Machines,Compute Hours,491.5904,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-02-28,Virtual Machines,Compute Hours,446.5566,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-02-28,Virtual Machines,Compute Hours,571.9109,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-02-28,Virtual Machines,Compute Hours,610.0962,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-02-28,Virtual Machines,Compute Hours,534.8834,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-02-28,Virtual Machines,Compute Hours,542.913,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-02-28,Virtual Machines,Compute Hours,502.08,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2026-02-28,Virtual Machines,Compute Hours,435.1266,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-02-28,Virtual Machines,Compute Hours,470.6773,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2026-02-28,Virtual Machines,Compute Hours,488.0326,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-02-28,Virtual Machines,Compute Hours,491.7059,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-02-28,Virtual Machines,Compute Hours,481.1557,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-02-28,Virtual Machines,Compute Hours,511.5564,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2026-02-28,Azure Blob Storage,GRS Data Stored,24.3582,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2026-02-28,Azure Blob Storage,GRS Data Stored,31.5223,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2026-02-28,Azure Blob Storage,GRS Data Stored,23.1352,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-02-28,Azure Blob Storage,GRS Data Stored,28.4828,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2026-02-28,Azure Blob Storage,GRS Data Stored,25.7548,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-02-28,Azure Blob Storage,GRS Data Stored,27.475,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,westeurope
2026-02-28,Azure Blob Storage,GRS Data Stored,27.5826,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-02-28,Azure Blob Storage,GRS Data Stored,26.7492,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2026-02-28,Azure Blob Storage,GRS Data Stored,23.6859,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-02-28,Azure Blob Storage,GRS Data Stored,25.5882,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-02-28,Azure Blob Storage,GRS Data Stored,26.7778,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-02-28,Azure Blob Storage,GRS Data Stored,26.6291,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-02-28,Azure Blob Storage,GRS Data Stored,23.9476,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-02-28,Azure Blob Storage,GRS Data Stored,29.4416,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-02-28,Azure Blob Storage,GRS Data Stored,20.457,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-02-28,Azure SQL Database,vCore Hours,50.7199,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-02-28,Azure SQL Database,vCore Hours,47.5855,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2026-02-28,Azure SQL Database,vCore Hours,52.7387,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2026-02-28,Azure SQL Database,vCore Hours,56.636,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-02-28,Azure SQL Database,vCore Hours,45.3176,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-02-28,Azure SQL Database,vCore Hours,62.8791,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-02-28,Azure SQL Database,vCore Hours,52.8306,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-02-28,Azure SQL Database,vCore Hours,53.6706,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-02-28,Azure SQL Database,vCore Hours,45.1645,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-02-28,Azure SQL Database,vCore Hours,51.6705,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2026-02-28,Azure SQL Database,vCore Hours,56.4256,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-02-28,Azure SQL Database,vCore Hours,52.8683,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-02-28,Azure SQL Database,vCore Hours,52.5427,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-02-28,Azure SQL Database,vCore Hours,51.6458,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2026-02-28,Azure SQL Database,vCore Hours,45.4528,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,29.527,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,37.2766,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-02-28,Azure Kubernetes Service,Node Hours,36.4053,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,36.8545,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,31.2296,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,southeastasia
2026-02-28,Azure Kubernetes Service,Node Hours,33.2489,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-02-28,Azure Kubernetes Service,Node Hours,37.4663,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,29.9977,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,37.1569,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-02-28,Azure Kubernetes Service,Node Hours,31.9469,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,31.1312,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2026-02-28,Azure Kubernetes Service,Node Hours,33.6303,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-02-28,Azure Kubernetes Service,Node Hours,30.3366,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,southeastasia
2026-02-28,Azure Kubernetes Service,Node Hours,27.9693,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2026-02-28,Azure Kubernetes Service,Node Hours,33.958,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,westeurope
2026-02-28,Azure CDN,GB Transferred,8.6106,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2026-02-28,Azure CDN,GB Transferred,9.1142,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-02-28,Azure CDN,GB Transferred,8.6644,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2026-02-28,Azure CDN,GB Transferred,9.6688,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2026-02-28,Azure CDN,GB Transferred,9.222,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-02-28,Azure CDN,GB Transferred,8.7613,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-02-28,Azure CDN,GB Transferred,8.5621,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2026-02-28,Azure CDN,GB Transferred,9.1251,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-02-28,Azure CDN,GB Transferred,6.5793,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-02-28,Azure CDN,GB Transferred,7.8606,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-02-28,Azure CDN,GB Transferred,6.8414,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-02-28,Azure CDN,GB Transferred,8.7059,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-02-28,Azure CDN,GB Transferred,7.6664,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-02-28,Azure CDN,GB Transferred,10.4483,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-02-28,Azure CDN,GB Transferred,7.8326,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-02-28,Azure Functions,Executions,9.6039,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-02-28,Azure Functions,Executions,9.1684,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2026-02-28,Azure Functions,Executions,9.0943,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,eastus
2026-02-28,Azure Functions,Executions,8.4456,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-02-28,Azure Functions,Executions,8.4168,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-02-28,Azure Functions,Executions,7.6468,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-02-28,Azure Functions,Executions,9.9798,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-02-28,Azure Functions,Executions,9.1492,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-02-28,Azure Functions,Executions,11.1683,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2026-02-28,Azure Functions,Executions,8.4476,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-02-28,Azure Functions,Executions,10.7767,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-02-28,Azure Functions,Executions,10.8589,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,eastus
2026-02-28,Azure Functions,Executions,10.6061,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2026-02-28,Azure Functions,Executions,9.7138,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-02-28,Azure Functions,Executions,9.2232,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-02-28,Azure Bandwidth,GB Egress,18.3183,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-02-28,Azure Bandwidth,GB Egress,15.2608,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2026-02-28,Azure Bandwidth,GB Egress,16.8315,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-02-28,Azure Bandwidth,GB Egress,16.3665,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,southeastasia
2026-02-28,Azure Bandwidth,GB Egress,15.113,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-02-28,Azure Bandwidth,GB Egress,16.8424,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-02-28,Azure Bandwidth,GB Egress,17.5282,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-02-28,Azure Bandwidth,GB Egress,15.0547,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2026-02-28,Azure Bandwidth,GB Egress,17.1116,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,westeurope
2026-02-28,Azure Bandwidth,GB Egress,13.1349,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2026-02-28,Azure Bandwidth,GB Egress,14.8797,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,eastus
2026-02-28,Azure Bandwidth,GB Egress,15.7549,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-02-28,Azure Bandwidth,GB Egress,16.9596,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-02-28,Azure Bandwidth,GB Egress,17.7167,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,southeastasia
2026-02-28,Azure Bandwidth,GB Egress,16.5537,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-03-01,Virtual Machines,Compute Hours,172.7867,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-03-01,Virtual Machines,Compute Hours,162.0272,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,southeastasia
2026-03-01,Virtual Machines,Compute Hours,170.392,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2026-03-01,Virtual Machines,Compute Hours,169.6101,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-03-01,Virtual Machines,Compute Hours,156.8716,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-03-01,Virtual Machines,Compute Hours,159.1449,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-03-01,Virtual Machines,Compute Hours,173.2829,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-03-01,Virtual Machines,Compute Hours,191.2154,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,westeurope
2026-03-01,Virtual Machines,Compute Hours,182.2596,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-03-01,Virtual Machines,Compute Hours,147.6965,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-03-01,Virtual Machines,Compute Hours,147.7488,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-03-01,Virtual Machines,Compute Hours,156.4778,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,southeastasia
2026-03-01,Virtual Machines,Compute Hours,165.8669,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,eastus
2026-03-01,Virtual Machines,Compute Hours,165.1172,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,westeurope
2026-03-01,Virtual Machines,Compute Hours,182.7547,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,eastus
2026-03-01,Azure Blob Storage,GRS Data Stored,29.4672,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,southeastasia
2026-03-01,Azure Blob Storage,GRS Data Stored,26.4045,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,westeurope
2026-03-01,Azure Blob Storage,GRS Data Stored,25.8502,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-03-01,Azure Blob Storage,GRS Data Stored,27.6184,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2026-03-01,Azure Blob Storage,GRS Data Stored,28.9163,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-03-01,Azure Blob Storage,GRS Data Stored,27.7032,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-03-01,Azure Blob Storage,GRS Data Stored,25.366,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,eastus
2026-03-01,Azure Blob Storage,GRS Data Stored,24.9368,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
2026-03-01,Azure Blob Storage,GRS Data Stored,23.7531,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,eastus
2026-03-01,Azure Blob Storage,GRS Data Stored,26.8506,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,southeastasia
2026-03-01,Azure Blob Storage,GRS Data Stored,27.8711,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,westeurope
2026-03-01,Azure Blob Storage,GRS Data Stored,28.1364,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-03-01,Azure Blob Storage,GRS Data Stored,29.1267,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-03-01,Azure Blob Storage,GRS Data Stored,29.9071,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-03-01,Azure Blob Storage,GRS Data Stored,23.1252,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-03-01,Azure SQL Database,vCore Hours,53.8081,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,eastus
2026-03-01,Azure SQL Database,vCore Hours,53.9692,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-03-01,Azure SQL Database,vCore Hours,51.5713,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,westeurope
2026-03-01,Azure SQL Database,vCore Hours,48.0464,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,eastus
2026-03-01,Azure SQL Database,vCore Hours,58.6669,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-03-01,Azure SQL Database,vCore Hours,49.1666,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,eastus
2026-03-01,Azure SQL Database,vCore Hours,41.672,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,southeastasia
2026-03-01,Azure SQL Database,vCore Hours,52.0106,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,eastus
2026-03-01,Azure SQL Database,vCore Hours,50.8054,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""development""}",azure-ml-team,southeastasia
2026-03-01,Azure SQL Database,vCore Hours,60.5969,frontend-rg,"{""team"": ""frontend"", ""env"": ""production""}",azure-frontend,eastus
2026-03-01,Azure SQL Database,vCore Hours,54.2049,frontend-rg,"{""team"": ""frontend"", ""env"": ""staging""}",azure-frontend,southeastasia
2026-03-01,Azure SQL Database,vCore Hours,50.4905,frontend-rg,"{""team"": ""frontend"", ""env"": ""development""}",azure-frontend,westeurope
2026-03-01,Azure SQL Database,vCore Hours,50.997,backend-rg,"{""team"": ""backend"", ""env"": ""production""}",azure-backend,westeurope
2026-03-01,Azure SQL Database,vCore Hours,50.943,backend-rg,"{""team"": ""backend"", ""env"": ""staging""}",azure-backend,eastus
2026-03-01,Azure SQL Database,vCore Hours,62.2764,backend-rg,"{""team"": ""backend"", ""env"": ""development""}",azure-backend,southeastasia
2026-03-01,Azure Kubernetes Service,Node Hours,35.7975,platform-rg,"{""team"": ""platform"", ""env"": ""production""}",azure-platform,westeurope
2026-03-01,Azure Kubernetes Service,Node Hours,29.4722,platform-rg,"{""team"": ""platform"", ""env"": ""staging""}",azure-platform,eastus
2026-03-01,Azure Kubernetes Service,Node Hours,33.0035,platform-rg,"{""team"": ""platform"", ""env"": ""development""}",azure-platform,southeastasia
2026-03-01,Azure Kubernetes Service,Node Hours,33.6741,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""production""}",azure-data-eng,westeurope
2026-03-01,Azure Kubernetes Service,Node Hours,30.3821,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""staging""}",azure-data-eng,westeurope
2026-03-01,Azure Kubernetes Service,Node Hours,28.3308,data-eng-rg,"{""team"": ""data-eng"", ""env"": ""development""}",azure-data-eng,southeastasia
2026-03-01,Azure Kubernetes Service,Node Hours,35.5547,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""production""}",azure-ml-team,westeurope
2026-03-01,Azure Kubernetes Service,Node Hours,31.3021,ml-team-rg,"{""team"": ""ml-team"", ""env"": ""staging""}",azure-ml-team,southeastasia
